26.300747, 63.070854, 29.259445

15.611715, 44.573349, 21.514643

10.932738, 30.505049, 19.391230

8.253441, 21.072653, 18.673794

6.656124, 15.130476, 18.375267

5.460772, 11.524916, 18.133900

4.791039, 9.329483, 17.869005

4.466262, 8.020903, 17.612484

4.131657, 7.182402, 17.321991

3.902547, 6.800450, 16.977083

3.784175, 6.569604, 16.648706

3.703884, 6.411910, 16.320414

3.591372, 6.259607, 16.003876

3.509503, 6.334864, 15.675064

3.490330, 6.327330, 15.361475

3.350222, 6.402196, 15.048247

3.234219, 6.096331, 14.799242

3.163045, 5.855449, 14.553161

3.045498, 5.688377, 14.308527

2.920465, 5.700635, 14.089895

2.856886, 5.624387, 13.875761

2.690730, 5.668036, 13.653966

2.840923, 6.008526, 13.295173

2.919829, 6.165298, 12.959442

2.916190, 6.350993, 12.640265

2.994125, 6.364101, 12.353826

3.007012, 6.326567, 12.041632

2.966805, 6.327319, 11.739723

2.932735, 6.233682, 11.440410

2.872893, 5.870459, 11.190899

2.820102, 5.722538, 10.948073

2.805166, 5.626108, 10.707952

2.536023, 5.671461, 10.549712

2.328737, 5.696308, 10.384477

2.157571, 5.669200, 10.211330

1.999009, 5.753389, 10.053951

1.894202, 5.771336, 9.893811

1.825413, 5.761343, 9.727298

1.777749, 5.728287, 9.577768

1.897256, 5.960648, 9.287120

1.985320, 6.056122, 9.026840

2.043340, 6.177998, 8.790873

1.950149, 5.651920, 8.659021

1.920598, 5.323851, 8.516550

1.834587, 5.148739, 8.363501

1.708637, 5.296177, 8.188074

1.637245, 5.440126, 8.013464

1.614928, 5.525343, 7.847974

1.612442, 5.601280, 7.692417

1.633309, 5.536068, 7.535954

1.585530, 5.520758, 7.367594

1.529648, 5.455102, 7.212405

1.735545, 5.320580, 6.983999

1.781172, 5.257576, 6.761132

1.800705, 5.246690, 6.546999

1.497344, 5.248756, 6.496478

1.217875, 5.201353, 6.432458

1.106465, 5.222391, 6.364300

1.061406, 5.255353, 6.295901

1.175372, 5.201890, 6.159822

1.248809, 5.193713, 6.042516

1.246001, 5.184351, 5.927894

1.071365, 5.146734, 5.890386

1.031618, 5.126984, 5.849569

0.883858, 5.123014, 5.792594

1.015633, 4.901788, 5.672370

1.132413, 4.716998, 5.559392

1.219811, 4.646892, 5.450611

1.246808, 4.604476, 5.346138

1.054767, 5.033934, 5.214571

1.020369, 5.326655, 5.097363

0.970661, 5.506528, 4.984862

0.991720, 5.074004, 4.921700

0.984133, 4.789260, 4.853748

1.031411, 4.679105, 4.788190

0.851745, 4.994754, 4.728339

0.709077, 5.103944, 4.661328

0.727439, 5.252308, 4.608760

0.647693, 5.292926, 4.552835

0.530656, 5.093251, 4.552523

0.480114, 5.010675, 4.534896

0.399661, 4.946809, 4.510807

0.560715, 5.076778, 4.339707

0.652593, 5.187339, 4.200100

0.746703, 5.299488, 4.085446

0.758428, 5.461173, 3.971618

0.808105, 5.506210, 3.883728

0.713481, 5.520647, 3.781020

0.727347, 5.552574, 3.689075

0.882211, 5.252695, 3.561426

1.049621, 5.066213, 3.450161

1.128460, 4.919942, 3.333752

0.958880, 5.073357, 3.257462

0.861895, 5.153287, 3.184166

0.759827, 5.167686, 3.104256

0.774052, 4.976217, 3.025381

0.800487, 4.833505, 2.948222

0.821200, 4.814687, 2.875964

0.826958, 4.808825, 2.811051

0.681894, 4.867679, 2.771509

0.635767, 4.878532, 2.722586

0.617530, 4.907352, 2.681451

0.624531, 4.651707, 2.689681

0.562913, 4.506721, 2.681840

0.540511, 4.441734, 2.665908

0.255022, 4.735119, 2.690883

0.103277, 4.853658, 2.711923

0.014409, 4.914093, 2.726175

-0.030209, 4.965710, 2.737741

0.268088, 5.068584, 2.600188

0.435341, 5.131905, 2.489920

0.499595, 5.155081, 2.404744

0.510289, 5.184679, 2.306577

0.495865, 5.177020, 2.216440

0.482932, 5.130757, 2.130121

0.322992, 5.098673, 2.179456

0.168242, 5.041683, 2.212806

0.107013, 5.057311, 2.241684

0.068686, 5.022001, 2.261941

-0.025503, 4.925590, 2.304888

-0.067600, 4.881670, 2.349349

-0.088476, 4.791060, 2.379432

0.168063, 5.089988, 2.228561

0.307006, 5.293082, 2.113882

0.379303, 5.414485, 2.017590

0.122352, 5.296086, 2.092445

-0.060250, 5.239088, 2.132982

-0.198916, 5.202708, 2.160452

-0.268324, 5.183019, 2.187527

-0.039529, 5.106831, 2.124130

0.107631, 5.130134, 2.062714

0.122168, 5.135156, 2.010622

0.061478, 4.778708, 2.092725

-0.049905, 4.615236, 2.154679

-0.118933, 4.508632, 2.195424

-0.100355, 4.756025, 2.161850

-0.122531, 4.941167, 2.122844

-0.078199, 5.049875, 2.098287

-0.083003, 5.036790, 2.084642

0.140313, 4.961515, 1.995536

0.296572, 4.841847, 1.935937

0.394143, 4.777018, 1.878509

0.512508, 4.829314, 1.788245

0.588942, 4.873299, 1.704277

0.612296, 4.898970, 1.630631

0.521243, 4.767777, 1.643219

0.485131, 4.669163, 1.644918

0.404466, 4.588564, 1.629007

0.323989, 4.554493, 1.613174

-0.036257, 4.961441, 1.642371

-0.278788, 5.201754, 1.654702

-0.365073, 5.332750, 1.672145

-0.306516, 5.068485, 1.732878

-0.289451, 4.956087, 1.783041

-0.338209, 4.886251, 1.827393

-0.380521, 4.890731, 1.844758

-0.376325, 4.957375, 1.852060

-0.360284, 4.991659, 1.865772

-0.297450, 4.981686, 1.899466

-0.262368, 4.949718, 1.924631

-0.318432, 4.963044, 1.944014

-0.310337, 4.986533, 1.957150

-0.229852, 4.913169, 1.960996

-0.193416, 4.917203, 1.965810

-0.217638, 4.945455, 1.970147

0.000844, 4.677673, 1.910193

0.190753, 4.541104, 1.861587

0.339038, 4.442841, 1.833205

0.417466, 4.638665, 1.746342

0.487406, 4.727445, 1.668683

0.532470, 4.702904, 1.608238

0.580847, 4.772970, 1.565362

0.219177, 4.859900, 1.633089

-0.021530, 4.910008, 1.684079

-0.159976, 4.952245, 1.739944

-0.111117, 5.083251, 1.691788

-0.022469, 5.210683, 1.655110

0.055332, 5.267752, 1.637628

-0.016742, 4.793461, 1.738329

-0.070343, 4.505651, 1.814337

-0.080834, 4.351877, 1.872258

-0.035185, 4.209810, 1.926975

0.173550, 4.454774, 1.813414

0.350502, 4.583821, 1.724247

0.430061, 4.648950, 1.645541

0.317200, 4.830107, 1.642168

0.202504, 4.963337, 1.642037

0.090233, 5.007175, 1.634123

0.165239, 4.715652, 1.651465

0.255619, 4.482568, 1.658951

0.253564, 4.381254, 1.666826

0.251209, 4.278615, 1.668397

0.074035, 4.473978, 1.688994

-0.070365, 4.623349, 1.704623

-0.148815, 4.735754, 1.714015

-0.063252, 4.957822, 1.664323

-0.087092, 5.100433, 1.629574

-0.055921, 5.207624, 1.598595

-0.117897, 4.853265, 1.679844

-0.139557, 4.665733, 1.750334

-0.221847, 4.480177, 1.813983

-0.236230, 4.411244, 1.857092

-0.169983, 4.679303, 1.790051

-0.140684, 4.820969, 1.739948

-0.032921, 4.863294, 1.706259

-0.019279, 4.811330, 1.691228

-0.022575, 4.804892, 1.684155

0.072954, 4.807473, 1.675136